"","Year","Region","Export_Total"
"1900",1997,"World",NA
"1901",1998,"Asia",NA
"1902",1998,"Africa",NA
"1903",1998,"Pacific",NA
"1904",1998,"Middle East",NA
"1905",1998,"World",NA
"1906",1999,"Asia",NA
"1907",1999,"Africa",NA
"1908",1999,"Pacific",NA
"1909",1999,"Middle East",NA
"1910",1999,"World",NA
"1911",2000,"Asia",NA
"1912",2000,"Africa",NA
"1913",2000,"Pacific",NA
"1914",2000,"Middle East",NA
"1915",2000,"World",NA
"1916",2001,"Asia",NA
"1917",2001,"Africa",NA
"1918",2001,"Pacific",NA
"1919",2001,"Middle East",NA
"1920",2001,"World",NA
"1921",2002,"Asia",NA
"1922",2002,"Africa",NA
"1923",2002,"Pacific",NA
"1924",2002,"Middle East",NA
"1925",2002,"World",NA
"1926",2003,"Asia",NA
"1927",2003,"Africa",NA
"1928",2003,"Pacific",NA
"1929",2003,"Middle East",NA
"1930",2003,"World",NA
"1931",2004,"Asia",NA
"1932",2004,"Africa",NA
"1933",2004,"Pacific",NA
"1934",2004,"Middle East",NA
"1935",2004,"World",NA
"1936",2005,"Asia",NA
"1937",2005,"Africa",NA
"1938",2005,"Pacific",NA
"1939",2005,"Middle East",NA
"1940",2005,"World",NA
"1941",2006,"Asia",NA
"1942",2006,"Africa",NA
"1943",2006,"Pacific",NA
"1944",2006,"Middle East",NA
"1945",2006,"World",NA
"1946",2007,"Asia",NA
"1947",2007,"Africa",NA
"1948",2007,"Pacific",NA
"1949",2007,"Middle East",NA
"1950",2007,"World",NA
"1951",2008,"Asia",NA
"1952",2008,"Africa",NA
"1953",2008,"Pacific",NA
"1954",2008,"Middle East",NA
"1955",2008,"World",NA
"1956",2009,"Asia",NA
"1957",2009,"Africa",NA
"1958",2009,"Pacific",NA
"1959",2009,"Middle East",NA
"1960",2009,"World",NA
"1961",2010,"Asia",NA
"1962",2010,"Africa",NA
"1963",2010,"Pacific",NA
"1964",2010,"Middle East",NA
"1965",2010,"World",NA
"1966",2011,"Asia",NA
"1967",2011,"Africa",NA
"1968",2011,"Pacific",NA
"1969",2011,"Middle East",NA
"1970",2011,"World",NA
"1971",2012,"Asia",NA
"1972",2012,"Africa",NA
"1973",2012,"Pacific",NA
"1974",2012,"Middle East",NA
"1975",2012,"World",NA
"1976",2013,"Asia",NA
"1977",2013,"Africa",NA
"1978",2013,"Pacific",NA
"1979",2013,"Middle East",NA
"1980",2013,"World",NA
"1981",2014,"Asia",NA
"1982",2014,"Africa",NA
"1983",2014,"Pacific",NA
"1984",2014,"Middle East",NA
"1985",2014,"World",NA
"1986",2015,"Asia",NA
"1987",2015,"Africa",NA
"1988",2015,"Pacific",NA
"1989",2015,"Middle East",NA
"1990",2015,"World",NA
"1991",2016,"Asia",NA
"1992",2016,"Africa",NA
"1993",2016,"Pacific",NA
"1994",2016,"Middle East",NA
"1995",2016,"World",NA
"1996",2017,"Asia",NA
"1997",2017,"Africa",NA
"1998",2017,"Pacific",NA
"1999",2017,"Middle East",NA
"2000",2017,"World",NA
"2001",2018,"Asia",NA
"2002",2018,"Africa",NA
"2003",2018,"Pacific",NA
"2004",2018,"Middle East",NA
"2005",2018,"World",NA
"2006",2019,"Asia",NA
"2007",2019,"Africa",NA
"2008",2019,"Pacific",NA
"2009",2019,"Middle East",NA
"2010",2019,"World",NA
"2011",2020,"Asia",NA
"2012",2020,"Africa",NA
"2013",2020,"Pacific",NA
"2014",2020,"Middle East",NA
"2015",2020,"World",NA
"2016",1990,"Asia",NA
"2017",1990,"Africa",NA
"2018",1990,"Pacific",NA
"2019",1990,"Middle East",NA
"2020",1990,"World",NA
"2021",1991,"Asia",NA
"2022",1991,"Africa",NA
"2023",1991,"Pacific",NA
"2024",1991,"Middle East",NA
"2025",1991,"World",NA
"2026",1992,"Asia",NA
"2027",1992,"Africa",NA
"2028",1992,"Pacific",NA
"2029",1992,"Middle East",NA
"2030",1992,"World",NA
"2031",1993,"Asia",NA
"2032",1993,"Africa",NA
"2033",1993,"Pacific",NA
"2034",1993,"Middle East",NA
"2035",1993,"World",NA
"2036",1994,"Asia",NA
"2037",1994,"Africa",NA
"2038",1994,"Pacific",NA
"2039",1994,"Middle East",NA
"2040",1994,"World",NA
"2041",1995,"Asia",NA
"2042",1995,"Africa",NA
"2043",1995,"Pacific",NA
"2044",1995,"Middle East",NA
"2045",1995,"World",NA
"2046",1996,"Asia",NA
"2047",1996,"Africa",NA
"2048",1996,"Pacific",NA
"2049",1996,"Middle East",NA
"2050",1996,"World",NA
"2051",1997,"Asia",NA
"2052",1997,"Africa",NA
"2053",1997,"Pacific",NA
"2054",1997,"Middle East",NA
"2055",1997,"World",NA
"2056",1998,"Asia",NA
"2057",1998,"Africa",NA
"2058",1998,"Pacific",NA
"2059",1998,"Middle East",NA
"2060",1998,"World",NA
"2061",1999,"Asia",NA
"2062",1999,"Africa",NA
"2063",1999,"Pacific",NA
"2064",1999,"Middle East",NA
"2065",1999,"World",NA
"2066",2000,"Asia",NA
"2067",2000,"Africa",NA
"2068",2000,"Pacific",NA
"2069",2000,"Middle East",NA
"2070",2000,"World",NA
"2071",2001,"Asia",NA
"2072",2001,"Africa",NA
"2073",2001,"Pacific",NA
"2074",2001,"Middle East",NA
"2075",2001,"World",NA
"2076",2002,"Asia",NA
"2077",2002,"Africa",NA
"2078",2002,"Pacific",NA
"2079",2002,"Middle East",NA
"2080",2002,"World",NA
"2081",2003,"Asia",NA
"2082",2003,"Africa",NA
"2083",2003,"Pacific",NA
"2084",2003,"Middle East",NA
"2085",2003,"World",NA
"2086",2004,"Asia",NA
"2087",2004,"Africa",NA
"2088",2004,"Pacific",NA
"2089",2004,"Middle East",NA
"2090",2004,"World",NA
"2091",2005,"Asia",NA
"2092",2005,"Africa",NA
"2093",2005,"Pacific",NA
"2094",2005,"Middle East",NA
"2095",2005,"World",NA
"2096",2006,"Asia",NA
"2097",2006,"Africa",NA
"2098",2006,"Pacific",NA
"2099",2006,"Middle East",NA
"2100",2006,"World",NA
"2101",2007,"Asia",NA
"2102",2007,"Africa",NA
"2103",2007,"Pacific",NA
"2104",2007,"Middle East",NA
"2105",2007,"World",NA
"2106",2008,"Asia",NA
"2107",2008,"Africa",NA
"2108",2008,"Pacific",NA
"2109",2008,"Middle East",NA
"2110",2008,"World",NA
"2111",2009,"Asia",NA
"2112",2009,"Africa",NA
"2113",2009,"Pacific",NA
"2114",2009,"Middle East",NA
"2115",2009,"World",NA
"2116",2010,"Asia",NA
"2117",2010,"Africa",NA
"2118",2010,"Pacific",NA
"2119",2010,"Middle East",NA
"2120",2010,"World",NA
"2121",2011,"Asia",NA
"2122",2011,"Africa",NA
"2123",2011,"Pacific",NA
"2124",2011,"Middle East",NA
"2125",2011,"World",NA
"2126",2012,"Asia",NA
"2127",2012,"Africa",NA
"2128",2012,"Pacific",NA
"2129",2012,"Middle East",NA
"2130",2012,"World",NA
"2131",2013,"Asia",NA
"2132",2013,"Africa",NA
"2133",2013,"Pacific",NA
"2134",2013,"Middle East",NA
"2135",2013,"World",NA
"2136",2014,"Asia",NA
"2137",2014,"Africa",NA
"2138",2014,"Pacific",NA
"2139",2014,"Middle East",NA
"2140",2014,"World",NA
"2141",2015,"Asia",NA
"2142",2015,"Africa",NA
"2143",2015,"Pacific",NA
"2144",2015,"Middle East",NA
"2145",2015,"World",NA
"2146",2016,"Asia",NA
"2147",2016,"Africa",NA
"2148",2016,"Pacific",NA
"2149",2016,"Middle East",NA
"2150",2016,"World",NA
"2151",2017,"Asia",NA
"2152",2017,"Africa",NA
"2153",2017,"Pacific",NA
"2154",2017,"Middle East",NA
"2155",2017,"World",NA
"2156",2018,"Asia",NA
"2157",2018,"Africa",NA
"2158",2018,"Pacific",NA
"2159",2018,"Middle East",NA
"2160",2018,"World",NA
"2161",2019,"Asia",NA
"2162",2019,"Africa",NA
"2163",2019,"Pacific",NA
"2164",2019,"Middle East",NA
"2165",2019,"World",NA
"2166",2020,"Asia",NA
"2167",2020,"Africa",NA
"2168",2020,"Pacific",NA
"2169",2020,"Middle East",NA
"2170",2020,"World",NA
"2171",1990,"Asia",NA
"2172",1990,"Africa",NA
"2173",1990,"Pacific",NA
"2174",1990,"Middle East",NA
"2175",1990,"World",NA
"2176",1991,"Asia",NA
"2177",1991,"Africa",NA
"2178",1991,"Pacific",NA
"2179",1991,"Middle East",NA
"2180",1991,"World",NA
"2181",1992,"Asia",NA
"2182",1992,"Africa",NA
"2183",1992,"Pacific",NA
"2184",1992,"Middle East",NA
"2185",1992,"World",NA
"2186",1993,"Asia",NA
"2187",1993,"Africa",NA
"2188",1993,"Pacific",NA
"2189",1993,"Middle East",NA
"2190",1993,"World",NA
"2191",1994,"Asia",NA
"2192",1994,"Africa",NA
"2193",1994,"Pacific",NA
"2194",1994,"Middle East",NA
"2195",1994,"World",NA
"2196",1995,"Asia",NA
"2197",1995,"Africa",NA
"2198",1995,"Pacific",NA
"2199",1995,"Middle East",NA
"2200",1995,"World",NA
"2201",1996,"Asia",NA
"2202",1996,"Africa",NA
"2203",1996,"Pacific",NA
"2204",1996,"Middle East",NA
"2205",1996,"World",NA
"2206",1997,"Asia",NA
"2207",1997,"Africa",NA
"2208",1997,"Pacific",NA
"2209",1997,"Middle East",NA
"2210",1997,"World",NA
"2211",1998,"Asia",NA
"2212",1998,"Africa",NA
"2213",1998,"Pacific",NA
"2214",1998,"Middle East",NA
"2215",1998,"World",NA
"2216",1999,"Asia",NA
"2217",1999,"Africa",NA
"2218",1999,"Pacific",NA
"2219",1999,"Middle East",NA
"2220",1999,"World",NA
"2221",2000,"Asia",NA
"2222",2000,"Africa",NA
"2223",2000,"Pacific",NA
"2224",2000,"Middle East",NA
"2225",2000,"World",NA
"2226",2001,"Asia",NA
"2227",2001,"Africa",NA
"2228",2001,"Pacific",NA
"2229",2001,"Middle East",NA
"2230",2001,"World",NA
"2231",2002,"Asia",NA
"2232",2002,"Africa",NA
"2233",2002,"Pacific",NA
"2234",2002,"Middle East",NA
"2235",2002,"World",NA
"2236",2003,"Asia",NA
"2237",2003,"Africa",NA
"2238",2003,"Pacific",NA
"2239",2003,"Middle East",NA
"2240",2003,"World",NA
"2241",2004,"Asia",NA
"2242",2004,"Africa",NA
"2243",2004,"Pacific",NA
"2244",2004,"Middle East",NA
"2245",2004,"World",NA
"2246",2005,"Asia",NA
"2247",2005,"Africa",NA
"2248",2005,"Pacific",NA
"2249",2005,"Middle East",NA
"2250",2005,"World",NA
"2251",2006,"Asia",NA
"2252",2006,"Africa",NA
"2253",2006,"Pacific",NA
"2254",2006,"Middle East",NA
"2255",2006,"World",NA
"2256",2007,"Asia",NA
"2257",2007,"Africa",NA
"2258",2007,"Pacific",NA
"2259",2007,"Middle East",NA
"2260",2007,"World",NA
"2261",2008,"Asia",NA
"2262",2008,"Africa",NA
"2263",2008,"Pacific",NA
"2264",2008,"Middle East",NA
"2265",2008,"World",NA
"2266",2009,"Asia",NA
"2267",2009,"Africa",NA
"2268",2009,"Pacific",NA
"2269",2009,"Middle East",NA
"2270",2009,"World",NA
"2271",2010,"Asia",NA
"2272",2010,"Africa",NA
"2273",2010,"Pacific",NA
"2274",2010,"Middle East",NA
"2275",2010,"World",NA
"2276",2011,"Asia",NA
"2277",2011,"Africa",NA
"2278",2011,"Pacific",NA
"2279",2011,"Middle East",NA
"2280",2011,"World",NA
"2281",2012,"Asia",NA
"2282",2012,"Africa",NA
"2283",2012,"Pacific",NA
"2284",2012,"Middle East",NA
"2285",2012,"World",NA
"2286",2013,"Asia",NA
"2287",2013,"Africa",NA
"2288",2013,"Pacific",NA
"2289",2013,"Middle East",NA
"2290",2013,"World",NA
"2291",2014,"Asia",NA
"2292",2014,"Africa",NA
"2293",2014,"Pacific",NA
"2294",2014,"Middle East",NA
"2295",2014,"World",NA
"2296",2015,"Asia",NA
"2297",2015,"Africa",NA
"2298",2015,"Pacific",NA
"2299",2015,"Middle East",NA
"2300",2015,"World",NA
"2301",2016,"Asia",NA
"2302",2016,"Africa",NA
"2303",2016,"Pacific",NA
"2304",2016,"Middle East",NA
"2305",2016,"World",NA
"2306",2017,"Asia",NA
"2307",2017,"Africa",NA
"2308",2017,"Pacific",NA
"2309",2017,"Middle East",NA
"2310",2017,"World",NA
"2311",2018,"Asia",NA
"2312",2018,"Africa",NA
"2313",2018,"Pacific",NA
"2314",2018,"Middle East",NA
"2315",2018,"World",NA
"2316",2019,"Asia",NA
"2317",2019,"Africa",NA
"2318",2019,"Pacific",NA
"2319",2019,"Middle East",NA
"2320",2019,"World",NA
"2321",2020,"Asia",NA
"2322",2020,"Africa",NA
"2323",2020,"Pacific",NA
"2324",2020,"Middle East",NA
"2325",2020,"World",NA
